,timestamp,node,accx,accy,accz,gyrox,gyroy,gyroz,q0,q1,q2,q3,timestamp,node,accx,accy,accz,gyrox,gyroy,gyroz,q0,q1,q2,q3,timestamp,node,accx,accy,accz,gyrox,gyroy,gyroz,q0,q1,q2,q3,timestamp,node,accx,accy,accz,gyrox,gyroy,gyroz,q0,q1,q2,q3,timestamp,node,accx,accy,accz,gyrox,gyroy,gyroz,q0,q1,q2,q3,timestamp,node,accx,accy,accz,gyrox,gyroy,gyroz,q0,q1,q2,q3,timestamp,node,accx,accy,accz,gyrox,gyroy,gyroz,q0,q1,q2,q3,timestamp,node,accx,accy,accz,gyrox,gyroy,gyroz,q0,q1,q2,q3,timestamp,node,accx,accy,accz,gyrox,gyroy,gyroz,q0,q1,q2,q3
0,0.0,0.0,4.8360890222310536e-17,-3.8898382815743127e-17,1.0,-0.0030548864859404,0.0073453256422877,-0.0277789525972837,0.9999989563840486,-0.00015274416489060864,0.00036705374518363176,-0.0013889462127415482,0.0,1.0,1.2598067646063202e-17,-5.8207977137106494e-18,1.0000000000000002,-0.0081720479782025,0.0036712701891408,-0.0508796257428006,0.9999966639597472,-0.0004086010357960751,0.00018252342369281163,-0.002543973225047374,0.0,2.0,9.85850987590796e-17,4.557739803931704e-17,1.0,-0.0072565056938511,0.0056370163924283,-0.0324749609563281,0.999998576348671,-0.00036282476815585396,0.00028126128235512354,-0.0016237459499187788,0.0,3.0,-5.982981872525274e-17,1.5831095477658446e-17,1.0000000000000002,-0.0073126336867536,0.0078459046095502,-0.0345154889024694,0.9999983673111827,-0.000365631087374917,0.00039166359319454274,-0.0017257718581832505,0.0,4.0,-1.124407402976961e-16,2.129327459878501e-17,1.0,0.0078277498189518,0.0094848362689743,-0.0376089992946152,0.9999980425651325,0.0003913867248320696,0.0004749768683041659,-0.0018804465719270318,0.0930000000000177,5.0,-5.861931874163717e-17,6.074303469945437e-17,1.0,0.0021285418538944,0.0137249211778548,-0.0107551519971512,0.9999996142391354,0.00010642705163931575,0.0006863030261217195,-0.000537757398502754,0.0930000000000177,6.0,7.886059962859904e-17,-5.676939784002073e-17,1.0000000000000002,0.0085939169060195,0.0087425106910597,-0.0093377106131457,0.9999997030627008,0.0004296957177082484,0.00043732602346728886,-0.0004668854782265841,0.0930000000000177,7.0,-4.999166864633001e-17,5.419265111462912e-18,1.0,0.0157101782462329,0.0213343132189176,0.0071663280751885,0.9999990586528502,0.0007855081728750696,0.001066433196332507,0.00035831628754900226,0.093999999999994,8.0,3.994500393688545e-17,-3.8586187127518676e-17,1.0,-0.013579908974126,-0.0013599425559993,0.0106484169876568,0.9999996254594012,-0.0006789951943949401,-6.76355911341554e-05,0.0005324208954340745
1,0.0889999999999986,0.0,-0.0012952554235361,-0.0005201252814362,0.9797382567722256,-0.007124825009576,0.0079378484094976,-0.0159380834437904,0.9999971612477776,-0.0005199033755012572,0.0007934587936062803,-0.002185776752039258,0.0889999999999986,1.0,-0.0001440741547805,-0.0013888157023137,0.9794069891692538,-0.0070968528200069,0.0016524183504308,-0.039861565385802,0.999989360634663,-0.0007936141857891481,0.00025374730922787087,-0.004537004111165822,0.0899999999999749,2.0,-0.000344866494341,-0.0013533760349369,0.9802051058020504,-0.0034395123811251,-0.0053771168841897,-0.0153126812600256,0.9999969843384529,-0.0005681757475132282,1.8278806035070085e-06,-0.002389244018312695,0.0899999999999749,3.0,-0.0006032770724836,-0.0012192397275309,0.980558590555027,-0.011910994697947,0.0177665545779416,-0.0352337973983916,0.999992624794143,-0.0009858867789399601,0.0012709777050275886,-0.0034875493190630468,0.0899999999999749,4.0,-0.0007916931679982,-0.0004801253971756,0.979839345352865,-0.0092662680125192,0.01822902622554,-0.0424533466058918,0.9999910285837383,-0.00013478028391148848,0.0013799512828883672,-0.004002539290126965,0.1560000000000059,5.0,-0.0021050726969513,-0.0004127649261284,0.9804679486317014,0.0080114353645243,0.02999527845223,-0.015561874055998,0.9999965457733394,0.0004756355815937941,0.0022249465066036074,-0.0013159883077207956,0.1549999999999727,6.0,-0.0008063746818445,0.0005857510845429,0.9805330217058168,0.0170758308727703,0.0101329646952121,0.010940271347378,0.9999987471962414,0.0012708803307679832,0.0009402521785495171,7.996857579860024e-05,0.1560000000000059,7.0,-0.0019936366270627,0.0001551211332149,0.9796019606709828,0.0116142420887163,0.0201992273287543,-0.0128867055075212,0.9999969735258728,0.0012944993573700556,0.0020725497182532966,-0.00028591637617935854,0.1560000000000059,8.0,5.993244573857187e-17,-6.560803853020455e-17,0.9801193804838266,-0.0066621442820396,-0.000830485194396,0.0048314801449731,0.9999992494702296,-0.0009441968827164963,-0.00010234552166885504,0.0007740003994239342
2,0.1560000000000059,0.0,-0.0017448938003047,-0.0013971264882629,0.9799076504361018,-0.0122516007793133,0.0125471831791552,-0.0118647346920675,0.9999944525944361,-0.0011506825254581142,0.0014313134576022528,-0.0027788580146807123,0.1569999999999822,1.0,-0.0008706346414514,-0.0020584057622562,0.9795611287515644,-0.0109624861318512,0.0075119435234483,-0.0394225747042431,0.9999776778354619,-0.0013660237419260998,0.0006486710023621414,-0.006508228319948001,0.1569999999999822,2.0,-0.000344866494341,-0.0013533760349369,0.9802051058020504,-0.0201110977533102,0.013226544706933,-0.0343991485884472,0.9999900692788407,-0.001584317872411696,0.0006803996254431739,-0.004109542179916855,0.1569999999999822,3.0,-0.0006841887179035,-0.0022909094341655,0.9796393640619812,-0.0138512176117437,0.0116085836187731,-0.0242762986592833,0.9999859622315421,-0.0016961699042838283,0.0017599846737015592,-0.0047011489511607895,0.1569999999999822,4.0,-0.0007916931679982,-0.0004801253971756,0.979839345352865,-0.0116639878259491,0.0088598265129622,-0.0390575279230772,0.9999805144691292,-0.0007297499618851615,0.0017263430256882588,-0.005954652534507316,0.1949999999999931,5.0,-0.0035328627085789,0.0009352392911759,0.9800880798216814,0.0056441702906681,0.0189538065600808,0.0295047542972922,0.9999948017211354,0.0007627566677282863,0.0031288053187170563,0.0001590919566555331,0.1949999999999931,6.0,-0.0008063746818445,0.0005857510845429,0.9805330217058168,-0.0009920105584813,-0.0061078244564252,0.0044600810127862,0.9999991530093371,0.0011242916082601516,0.0005817028420256388,0.0003026066615520255,0.1959999999999695,7.0,-0.0019936366270627,0.0001551211332149,0.9796019606709828,0.0057951725406767,0.0117230466988131,-0.0274388553976713,0.9999942955923532,0.001460076590646292,0.002555117585614068,-0.0016578097678641736,0.1959999999999695,8.0,0.0007092628945801,-0.0006722419377279,0.9803315995299364,-0.0106149990287036,-0.0072567234123485,-0.0179397993411903,0.999998870747912,-0.0014144118539575479,-0.0004928273444210135,-0.0001227322959361818
3,0.211999999999989,0.0,-0.0021945321770733,-0.0022741276950896,0.980077044099978,-0.0134566127103926,0.0138948313520063,-0.0080861431518395,0.9999910755340575,-0.0018227921511043948,0.0020963282139032148,-0.0031830314217936137,0.211999999999989,1.0,-0.0023237556147931,-0.003397585882141,0.9798694079161856,-0.0059256546250127,0.0075482479124111,-0.0234491219702648,0.999968477976581,-0.0016965904161912145,0.001080842186052142,-0.007680912336996761,0.211999999999989,2.0,-0.0011806412908689,-0.0018945465787535,0.9802979224600056,-0.0131852812857202,0.0140253707670802,-0.0256700764688285,0.9999821348473683,-0.002179511053187397,0.0013741417443682918,-0.005393649241002522,0.2129999999999654,3.0,-0.0004005394174224,-0.0032498239520695,0.9796444652078916,-0.0136720537557607,0.0037020515204157,-0.0150743287901049,0.999980696871414,-0.0023763669309551684,0.001791730757285652,-0.005454215403156116,0.2129999999999654,4.0,-0.0011542200081418,-0.001837410162869,0.9800016794373704,-0.0144884553292444,-0.0016666874004827,-0.0269384627797229,0.9999710870643735,-0.0014773899226684722,0.0015321453715265128,-0.0073003345726157555,0.2900000000000204,5.0,-0.0042467577143928,0.0016092413998281,0.9798981454166716,0.0106011082621965,0.0171823022641991,-0.0018453392731664,0.9999915815494248,0.0012981836199443117,0.003891941026630131,6.591369152543439e-05,0.2900000000000204,6.0,-0.0008063746818445,0.0005857510845429,0.9805330217058168,0.001564655984279,-0.0015268004630217,0.0120807876939974,0.9999988426665707,0.0011203260830744942,0.000487667711666017,0.0009064850742534735,0.2900000000000204,7.0,-0.0039824821253881,0.0005986495114189,0.98052270828109,0.008246254288434,0.0207154370236274,-0.0084683250315697,0.9999900293174003,0.0017578765003919525,0.0035384544582925314,-0.002080979586885425,0.2909999999999968,8.0,0.0007092628945801,-0.0006722419377279,0.9803315995299364,-0.0117030716403323,-0.0067519335927183,0.0029216458329122,0.9999978751776356,-0.0018925273308566391,-0.0008169626935500667,2.3504744809382766e-05
4,0.2980000000000018,0.0,-0.0026441705538419,-0.0031511289019163,0.980246437763854,-0.0125048552732071,0.0165778525120984,-0.0050634124004845,0.999987089550594,-0.0024239393719903937,0.0028523359678141237,-0.0034364850617800693,0.2980000000000018,1.0,-0.0024678297695736,-0.0047864015844548,0.9796448336903028,-0.0051509506190659,0.0062683826677912,-0.0253572348759041,0.9999569039863885,-0.002026743666550996,0.0014133976197504897,-0.008949010405355604,0.2980000000000018,2.0,-0.0011806412908689,-0.0018945465787535,0.9802979224600056,-0.0074187620585187,0.0094033800107463,-0.0119761053705994,0.9999775334075726,-0.002427081692176007,0.0017681722398126965,-0.0059929559898907895,0.2989999999999781,3.0,-0.0004005394174224,-0.0032498239520695,0.9796444652078916,-0.0104317758561364,-0.0009293475507093,-0.0052133455983166,0.9999784157414462,-0.0028267813269639837,0.0015895474774030726,-0.00571407887360791,0.2989999999999781,4.0,-0.000725053680287,-0.0027145695313867,0.979786254960448,-0.0131807881786413,-0.0067351290527187,-0.0190892516153581,0.99996308333721,-0.0021308402352081335,0.0010829749569860178,-0.008253402199987409,0.3709999999999809,5.0,-0.0042467577143928,0.0016092413998281,0.9798981454166716,1.5846319077948417e-05,0.0100839309742464,0.0072380643772297,0.9999902059633445,0.0012526306903624241,0.00422318345394683,0.00042850350702815313,0.3700000000000045,6.0,-0.0008063746818445,0.0005857510845429,0.9805330217058168,-0.0001580845199689,0.0035315817592006,0.0140829207125868,0.9999979566959996,0.0010304041574255261,0.0006558930722607068,0.0016107996075542593,0.3709999999999809,7.0,-0.0049793004389195,0.0006762100780264,0.9805043341602676,0.0105857308017817,0.0252207577710649,0.0071150178503064,0.9999851661810836,0.0021502618312642186,0.004697600697204854,-0.0017252070998758483,0.3709999999999809,8.0,0.0014185257891601,-0.0013444838754558,0.9805438185760462,-0.0102858832693448,-0.0020883508960185,0.0022665147901083,0.9999969616248682,-0.0022862138256299256,-0.0009117717938099631,0.00013652681604445975
5,0.3439999999999941,0.0,-0.0028061335226366,-0.00434985741113,0.9795137591454016,-0.0154177173252191,0.0177738908143289,-0.0004210308446973,0.9999825057215954,-0.0031709682659169904,0.003602365277398311,-0.003457770296592184,0.3449999999999704,1.0,-0.0031943902562445,-0.0054559916443973,0.9797989732726136,-0.0104378826642975,0.0069522777442697,-0.0122056869330016,0.9999492760814815,-0.0026206369929657933,0.0017882195958221013,-0.00955927803492795,0.3449999999999704,2.0,-0.0020164160873968,-0.0024357171225702,0.9803907391179608,-0.0126375993469602,0.0146353818923243,-0.0058993111241366,0.9999729653257395,-0.0029359752195042064,0.002429604596670462,-0.006288536289266556,0.3449999999999704,3.0,-0.0001168901169413,-0.0042087384699734,0.979649566353802,-0.0136418939470792,0.0026446420644021,-0.0102366973530167,0.9999734650632939,-0.0034410069757068317,0.0015721518113426486,-0.006225510339292786,0.3449999999999704,4.0,-0.0015167468482852,-0.0031946949285624,0.9801640135218758,-0.0122932625830546,0.0002383196095086,-0.0254608887377489,0.9999504255040778,-0.0026959902538247374,0.0010669472550300597,-0.009525743767290895,0.3940000000000054,5.0,-0.0063610371762111,0.0009162287231368,0.9801207567085648,0.0070590043142736,0.0150965568604029,0.0215259877741015,0.999985795790172,0.001531135727563678,0.00487870035546444,0.0015040359443939547,0.3940000000000054,6.0,-0.0008063746818445,0.0005857510845429,0.9805330217058168,0.0023977154204275,0.0070661385119043,0.0141986097926902,0.9999962422580193,0.001076948193684432,0.0009842050233338595,0.0023209896382326177,0.3940000000000054,7.0,-0.0068933739156305,0.0017856925786203,0.9801797246924028,0.0150809026351959,0.0256227317276469,0.0024144311375038,0.9999776735161657,0.002783736698865324,0.005858783021467205,-0.0016055966790070313,0.3940000000000054,8.0,0.0015444148176148,-0.0015199039580843,0.979567406907166,-0.0116395293197423,-0.0008641101549773,0.0007995483506903,0.9999958487523434,-0.0027171669803051036,-0.0009426127478226337,0.00017596274945553614
6,0.4180000000000063,0.0,-0.0032557718994052,-0.0052268586179567,0.9796831528092778,-0.0160017750740068,0.0047287849300072,-0.0056287050828319,0.9999786794336986,-0.0039203212181236555,0.0036473108294608116,-0.0037374969292720108,0.4189999999999827,1.0,-0.0031943902562445,-0.0054559916443973,0.9797989732726136,-0.0084258153579075,0.007331377446251,-0.0010746719931668,0.9999468282888275,-0.0030532817662957397,0.00214547410144747,-0.009613272411092682,0.4189999999999827,2.0,-0.0028521908839246,-0.0029768876663869,0.9804835557759156,-0.0057758655045992,0.0061111749666726,0.0306323051898313,0.999980454442021,-0.0030764071765751154,0.002645120630653162,-0.004757077849093385,0.4189999999999827,3.0,-0.0001168901169413,-0.0042087384699734,0.979649566353802,-0.0201020376976461,0.0098120264107516,-0.0144165619125797,0.9999647265458412,-0.004314816928340974,0.0019159716520687332,-0.006946731001311091,0.4189999999999827,4.0,-0.0010875805204304,-0.0040718542970801,0.9799485890449536,-0.0252938018873869,0.0046584314908405,-0.0239879477065191,0.9999341059348856,-0.003897275197825382,0.0012579985983838986,-0.010724386871049743,0.4979999999999904,5.0,-0.0070749321820249,0.001590230831789,0.9799308223035552,0.0039698722977528,0.0206818379684138,0.0244706174313602,0.9999781695766681,0.001661520201353914,0.005784266731068022,0.002727999102081198,0.4979999999999904,6.0,-0.0008063746818445,0.0005857510845429,0.9805330217058168,-0.0024626266456157,0.0043077127629592,0.0017862393967964,0.999996059089931,0.0008754840727290714,0.001141993768758613,0.002410639433429825,0.4979999999999904,7.0,-0.0088870105426932,0.0019408137118352,0.9801429764507577,0.0066373789935256,0.0162361998950417,0.0029143495090973,0.999973248681781,0.002939115785630236,0.006536910866812599,-0.0014602450214597606,0.4989999999999668,8.0,0.0015444148176148,-0.0015199039580843,0.979567406907166,-0.0005850776112141,0.0117750131774505,-0.0166696037096816,0.9999964693701279,-0.0025515877572585715,-0.00034057924581798666,-0.0006592821651395681
7,0.5099999999999909,0.0,-0.0037054102761739,-0.0061038598247834,0.979852546473154,-0.0209989763055901,-0.0031690638012973,-0.0020837820993904,0.9999751764525053,-0.0048899356523916275,0.0033177843365214156,-0.0038376184271742653,0.5099999999999909,1.0,-0.0039209507429154,-0.0061255817043397,0.979953112854924,-0.0051047230790058,0.0117073796449328,-0.0015120592185024,0.9999438731238477,-0.0033083101378819932,0.0027215153171001425,-0.009690151726824733,0.5099999999999909,2.0,-0.0039339118703659,-0.003300212662397,0.9796318864419324,-0.0124262586684357,0.0131873190341233,0.0120060122558058,0.9999797779130916,-0.003552824504081161,0.003246630781372662,-0.004156993083555625,0.5099999999999909,3.0,-0.0016070935623896,-0.0056883034071313,0.980417798927901,-0.0226620752817802,0.0170578843095713,-0.0154236895409723,0.9999525992108758,-0.005301451503557506,0.0026649828896127656,-0.007719573146690799,0.5099999999999909,4.0,-0.0010209410327192,-0.0063062984312913,0.9798954986525368,-0.0127838165908769,0.0181066421462372,-0.0384302895453941,0.9999078669732849,-0.004460582440441064,0.0020912720926206034,-0.0126486106059988,0.5769999999999982,5.0,-0.0070749321820249,0.001590230831789,0.9799308223035552,0.006310855384215,0.0198117983074013,0.0236112175882842,0.9999690745600841,0.0018951810156504134,0.006556224964025584,0.003908212710180743,0.5769999999999982,6.0,-0.0008063746818445,0.0005857510845429,0.9805330217058168,-0.0034096388763518,0.0089493844200063,0.0059651069533314,0.9999949714830298,0.0006464862930400891,0.0015158486411078057,0.002709477260433463,0.5769999999999982,7.0,-0.0098838288562246,0.0020183742784427,0.980124602329935,0.0118404301510491,0.0170813919938603,0.0186744276100116,0.9999680649660031,0.003348259077880598,0.007237311207868618,-0.000528711428947391,0.5779999999999745,8.0,0.0015444148176148,-0.0015199039580843,0.979567406907166,0.0009688752762285,0.0138023082844985,-0.0055722643629846,0.9999968091522865,-0.002325067786966477,0.00030413230542732566,-0.0009398130519531306
8,0.5529999999999973,0.0,-0.0030217561982009,-0.0076594642593876,0.9795168204766764,-0.0191266286552748,-0.0125709448472151,-0.0004552262432514,0.9999728715092269,-0.005750109017960904,0.002516757663580728,-0.003854662467108539,0.5539999999999736,1.0,-0.0039209507429154,-0.0061255817043397,0.979953112854924,0.0053992047502934,0.0036333079099262,0.0129256387772302,0.9999505310068388,-0.003014596692260718,0.0028334252142154883,-0.009045410299120545,0.5539999999999736,2.0,-0.0039339118703659,-0.003300212662397,0.9796318864419324,0.0060062289553332,-0.0129438277953605,0.0011790077423928,0.9999838414340481,-0.0030673375181505245,0.002475199639444032,-0.004096547094726952,0.5539999999999736,3.0,-0.0029394925266754,-0.0071330535121236,0.9789558105099936,-0.0256387844081621,0.0196080214968064,-0.0206030249948365,0.9999349009354166,-0.0064114764372528756,0.003535050475803149,-0.008751587244988694,0.5539999999999736,4.0,-0.0030391125924532,-0.0072581203936672,0.9797505210424752,-0.0269806563287973,0.0189355597888691,-0.0352504404403499,0.9998752687723632,-0.005723495880428082,0.0029955414888616656,-0.014412328871132233,0.6059999999999945,5.0,-0.0077888271878388,0.0022642329404412,0.9797408878985452,-0.0068249544219237,0.0226908741486338,0.0207147086190451,0.9999590563429552,0.0014807807705062932,0.007430164176508352,0.00494829125319712,0.6059999999999945,6.0,-0.0008063746818445,0.0005857510845429,0.9805330217058168,-0.0049269864959593,0.0065224910445188,-0.0114375564086225,0.999996149569491,0.0003634961327880988,0.0017311271532352854,0.002138203809992582,0.6059999999999945,7.0,-0.0117979023329356,0.0031278567790365,0.97979999286207,0.0237583225282646,0.0421724023091504,0.0099634479732707,0.9999479520475897,0.0043659349543302165,0.009221210455824773,-3.2947459715501596e-05,0.6069999999999709,8.0,0.0015444148176148,-0.0015199039580843,0.979567406907166,-0.0019739946004453,0.0108785214554291,-6.392825342935857e-05,0.9999967081309001,-0.00226840512315031,0.0007389709002361116,-0.0009444509352017758
9,0.6580000000000155,0.0,-0.0021761391514334,-0.008016340184778,0.9799137730986516,-0.0152924873783806,-0.0075432702856539,0.0038113621305089,0.9999711343698412,-0.006349265215909242,0.002004698167935143,-0.0036603884447711406,0.6589999999999918,1.0,-0.0045034370748057,-0.0054063560619684,0.9803318266631176,0.0188709478732133,-0.0065790139400213,0.0184762697366321,0.9999619233705186,-0.0020436270391885275,0.0024466645280171394,-0.00812337555115693,0.6589999999999918,2.0,-0.003098137073838,-0.0027590421185803,0.9795390697839772,0.010901737901047,-0.0089236661317527,0.012288525510702,0.9999892818017994,-0.0023560117873133134,0.0019394311929164432,-0.0034819673501000265,0.6589999999999918,3.0,-0.0047942569180247,-0.0087253736380122,0.9787997154451368,-0.0262888649149707,0.0159361532130982,-0.0246192491211441,0.999912906660441,-0.00752557231445809,0.004229307800788521,-0.009982875874931043,0.6589999999999918,4.0,-0.002972473104742,-0.0094925645278784,0.9796974306500584,-0.0170548929170021,0.0138418509396577,-0.0352450946587219,0.9998418564972379,-0.006481260774287369,0.00354750404854536,-0.016176231636506652,0.6650000000000205,5.0,-0.0106170016554709,0.0022452223724021,0.9797735647854284,0.0030432492077687,0.0314243955303077,0.0146155005249459,0.9999438729237856,0.0015944015203382764,0.008800207515889252,0.005680249435475686,0.6650000000000205,6.0,-0.0008063746818445,0.0005857510845429,0.9805330217058168,0.0008145331024878,0.0140376590600175,0.0007457496086665,0.9999949069879683,0.00039621773183331154,0.0023011492361596285,0.002175711797624262,0.6650000000000205,7.0,-0.0137119758096466,0.0042373392796304,0.9794753833942048,0.0169763774906243,0.0259352972442274,0.014888160598926,0.9999342786175033,0.005001332921095165,0.010291917939610781,0.0007081947681691121,0.6650000000000205,8.0,0.0007092628945801,-0.0006722419377279,0.9803315995299364,0.0048136124741831,0.0165175507192862,0.0008705995292928,0.9999968517024618,-0.001834393416440501,0.0014546593627742857,-0.0009030792306311128
